order_id,customer_id,product_id,order_date,quantity,unit_price,line_total
ORD5048,CUST1048,PROD248,2025-04-18,4,149.88,599.52
ORD5049,CUST1049,PROD249,2025-04-01,9,165.27,1487.43
ORD5050,CUST1050,PROD250,2024-08-15,8,222.62,1780.96
ORD5051,CUST1051,PROD251,2023-07-13,2,45.17,90.34
ORD5052,CUST1052,PROD252,2025-05-28,8,136.95,1095.6
ORD5053,CUST1053,PROD253,2021-08-16,3,323.04,969.12
ORD5054,CUST1054,PROD254,2024-04-26,3,104.0,312.0
ORD5055,CUST1055,PROD255,2022-04-08,3,251.6,754.8
ORD5056,CUST1056,PROD256,2023-12-28,2,472.04,944.08
ORD5057,CUST1057,PROD257,2025-11-02,8,21.85,174.8
ORD5058,CUST1058,PROD258,2023-05-18,5,295.22,1476.1
ORD5059,CUST1059,PROD259,2023-02-09,5,362.26,1811.3
ORD5060,CUST1060,PROD260,2021-09-21,6,286.73,1720.38
ORD5061,CUST1061,PROD261,2024-10-01,9,34.68,312.12
ORD5062,CUST1062,PROD262,2024-02-02,4,370.97,1483.88
ORD5063,CUST1063,PROD263,2022-10-03,2,841.95,1683.9
ORD5064,CUST1064,PROD264,2023-03-02,1,1795.65,1795.65
ORD5065,CUST1065,PROD265,2025-12-06,3,459.56,1378.68
ORD5066,CUST1066,PROD266,2024-10-04,5,193.86,969.3
ORD5067,CUST1067,PROD267,2024-10-30,3,180.63,541.89
ORD5068,CUST1068,PROD268,2024-11-09,1,1217.67,1217.67
ORD5069,CUST1069,PROD269,2025-06-29,6,262.1,1572.6
ORD5070,CUST1070,PROD270,2024-12-18,3,466.13,1398.39
ORD5071,CUST1071,PROD271,2024-01-03,3,365.16,1095.48
ORD5072,CUST1072,PROD272,2021-01-04,5,24.08,120.4
ORD5073,CUST1073,PROD273,2022-10-20,5,167.47,837.35
ORD5074,CUST1074,PROD274,2025-05-21,6,44.36,266.16
ORD5075,CUST1075,PROD275,2024-02-20,5,157.7,788.5
ORD5076,CUST1076,PROD276,2022-06-08,6,244.5,1467.0
ORD5077,CUST1077,PROD277,2024-08-12,1,1519.11,1519.11
ORD5078,CUST1078,PROD278,2023-12-29,8,160.26,1282.08
ORD5079,CUST1079,PROD279,2025-05-21,7,154.0,1078.0
ORD5080,CUST1080,PROD280,2023-10-10,7,119.16,834.12
ORD5081,CUST1081,PROD281,2023-12-18,5,68.21,341.05
ORD5082,CUST1082,PROD282,2022-02-20,7,112.63,788.41
ORD5083,CUST1083,PROD283,2023-08-11,6,269.36,1616.16
ORD5084,CUST1084,PROD284,2025-04-26,1,1032.49,1032.49
ORD5085,CUST1085,PROD285,2023-11-27,2,253.07,506.14
ORD5086,CUST1086,PROD286,2024-06-21,8,189.41,1515.28
ORD5087,CUST1087,PROD287,2023-06-20,1,1495.51,1495.51
ORD5088,CUST1088,PROD288,2022-08-11,2,384.7,769.4
ORD5089,CUST1089,PROD289,2023-07-09,6,256.4,1538.4
ORD5090,CUST1090,PROD290,2023-08-08,4,289.7,1158.8
ORD5091,CUST1091,PROD291,2023-06-26,5,27.0,135.0
ORD5092,CUST1092,PROD292,2022-05-22,3,279.83,839.49
ORD5093,CUST1093,PROD293,2024-06-28,5,290.29,1451.45
ORD5094,CUST1094,PROD294,2024-12-25,6,259.26,1555.56
ORD5095,CUST1095,PROD295,2024-11-11,5,159.25,796.25
ORD5096,CUST1096,PROD296,2021-10-19,3,62.41,187.23
ORD5097,CUST1097,PROD297,2022-11-21,5,107.73,538.65
ORD5098,CUST1098,PROD298,2022-07-08,2,556.57,1113.14
ORD5099,CUST1099,PROD299,2022-04-15,1,990.57,990.57
ORD5100,CUST1100,PROD300,2024-01-20,6,140.71,844.26
ORD5101,CUST1101,PROD301,2024-09-20,9,38.59,347.31
ORD5102,CUST1102,PROD302,2024-08-07,8,196.79,1574.32
ORD5103,CUST1103,PROD303,2025-06-04,5,84.34,421.7
ORD5104,CUST1104,PROD304,2023-10-17,1,760.96,760.96
ORD5105,CUST1105,PROD305,2024-10-11,2,716.3,1432.6
ORD5106,CUST1106,PROD306,2025-02-21,5,396.36,1981.8
ORD5107,CUST1107,PROD307,2022-08-03,2,805.84,1611.68
ORD5108,CUST1108,PROD308,2024-11-11,4,107.67,430.68
ORD5109,CUST1109,PROD309,2024-05-04,6,233.34,1400.04
ORD5110,CUST1110,PROD310,2023-08-21,3,353.8,1061.4
ORD5111,CUST1111,PROD311,2023-12-26,8,221.28,1770.24
ORD5112,CUST1112,PROD312,2023-05-10,8,247.78,1982.24
ORD5113,CUST1113,PROD313,2025-07-03,1,1810.76,1810.76
ORD5114,CUST1114,PROD314,2023-05-27,6,164.62,987.72
ORD5115,CUST1115,PROD315,2022-01-10,5,57.48,287.4
ORD5116,CUST1116,PROD316,2024-09-28,3,431.26,1293.78
ORD5117,CUST1117,PROD317,2021-09-06,8,205.69,1645.52
ORD5118,CUST1118,PROD318,2024-09-17,1,338.72,338.72
ORD5119,CUST1119,PROD319,2024-06-28,9,174.49,1570.41
ORD5120,CUST1120,PROD320,2022-06-08,6,102.01,612.06
ORD5121,CUST1121,PROD321,2024-04-27,5,389.99,1949.95
ORD5122,CUST1122,PROD322,2024-12-19,6,21.57,129.42
ORD5123,CUST1123,PROD323,2024-09-24,2,649.18,1298.36
ORD5124,CUST1124,PROD324,2025-04-23,2,964.88,1929.76
ORD5125,CUST1125,PROD325,2024-08-02,8,201.06,1608.48
ORD5126,CUST1126,PROD326,2024-10-18,1,178.81,178.81
ORD5127,CUST1127,PROD327,2023-02-27,5,167.69,838.45
ORD5128,CUST1128,PROD328,2022-12-10,6,19.56,117.36
ORD5129,CUST1129,PROD329,2024-10-01,3,170.27,510.81
ORD5130,CUST1130,PROD330,2024-07-08,2,968.05,1936.1
ORD5131,CUST1131,PROD331,2025-01-25,6,184.34,1106.04
ORD5132,CUST1132,PROD332,2023-12-06,4,332.14,1328.56
ORD5133,CUST1133,PROD333,2022-04-11,5,42.65,213.25
ORD5134,CUST1134,PROD334,2024-11-18,9,21.3,191.7
ORD5135,CUST1135,PROD335,2024-05-17,7,111.78,782.46
ORD5136,CUST1136,PROD336,2022-08-07,7,103.26,722.82
ORD5137,CUST1137,PROD337,2024-11-07,9,5.48,49.32
ORD5138,CUST1138,PROD338,2023-09-05,5,151.96,759.8
ORD5139,CUST1139,PROD339,2023-07-19,9,152.78,1375.02
ORD5140,CUST1140,PROD340,2024-02-25,7,179.86,1259.02
ORD5141,CUST1141,PROD341,2024-03-11,8,218.72,1749.76
ORD5142,CUST1142,PROD342,2025-03-28,4,177.72,710.88
ORD5143,CUST1143,PROD343,2025-04-26,4,224.37,897.48
ORD5144,CUST1144,PROD344,2024-06-26,7,283.6,1985.2
ORD5145,CUST1145,PROD345,2024-05-09,9,167.0,1503.0
ORD5146,CUST1146,PROD346,2023-10-30,6,121.06,726.36
ORD5147,CUST1147,PROD347,2025-02-28,3,433.59,1300.77
ORD5148,CUST1148,PROD348,2024-07-25,5,230.28,1151.4
ORD5149,CUST1149,PROD349,2024-05-02,6,8.24,49.44
ORD5150,CUST1150,PROD350,2022-07-10,3,634.46,1903.38
ORD5151,CUST1151,PROD351,2022-01-05,8,156.77,1254.16
ORD5152,CUST1152,PROD352,2023-01-18,7,172.17,1205.19
ORD5153,CUST1153,PROD353,2024-08-07,1,1308.29,1308.29
ORD5154,CUST1154,PROD354,2024-12-20,2,773.0,1546.0
ORD5155,CUST1155,PROD355,2025-01-30,1,37.35,37.35
ORD5156,CUST1156,PROD356,2024-12-08,2,210.51,421.02
ORD5157,CUST1157,PROD357,2024-07-02,7,184.94,1294.58
ORD5158,CUST1158,PROD358,2021-10-14,5,34.88,174.4
ORD5159,CUST1159,PROD359,2024-09-08,9,23.82,214.38
ORD5160,CUST1160,PROD360,2022-02-11,6,241.3,1447.8
ORD5161,CUST1161,PROD361,2022-08-13,3,292.25,876.75
ORD5162,CUST1162,PROD362,2023-09-30,6,139.58,837.48
ORD5163,CUST1163,PROD363,2024-12-21,4,400.08,1600.32
ORD5164,CUST1164,PROD364,2023-03-14,2,901.2,1802.4
ORD5165,CUST1165,PROD365,2024-10-08,3,597.67,1793.01
ORD5166,CUST1166,PROD366,2024-11-23,3,77.76,233.28
ORD5167,CUST1167,PROD367,2023-06-13,6,15.8,94.8
ORD5168,CUST1168,PROD368,2023-04-01,5,151.98,759.9
ORD5169,CUST1169,PROD369,2022-10-28,6,35.32,211.92
ORD5170,CUST1170,PROD370,2024-01-05,9,161.03,1449.27
ORD5171,CUST1171,PROD371,2024-12-06,2,621.17,1242.34
ORD5172,CUST1172,PROD372,2023-04-15,5,261.65,1308.25
ORD5173,CUST1173,PROD373,2024-02-12,5,332.86,1664.3
ORD5174,CUST1174,PROD374,2024-11-15,3,68.45,205.35
ORD5175,CUST1175,PROD375,2024-02-19,4,274.96,1099.84
ORD5176,CUST1176,PROD376,2024-07-13,2,859.4,1718.8
ORD5177,CUST1177,PROD377,2022-04-11,9,103.64,932.76
ORD5178,CUST1178,PROD378,2022-07-19,2,993.48,1986.96
ORD5179,CUST1179,PROD379,2021-06-10,2,348.34,696.68
ORD5180,CUST1180,PROD380,2024-01-05,6,18.7,112.2
ORD5181,CUST1181,PROD381,2024-04-17,1,1543.22,1543.22
ORD5182,CUST1182,PROD382,2025-07-28,8,183.2,1465.6
ORD5183,CUST1183,PROD383,2022-10-14,8,215.88,1727.04
ORD5184,CUST1184,PROD384,2025-07-03,1,1071.13,1071.13
ORD5185,CUST1185,PROD385,2025-02-17,9,22.07,198.63
ORD5186,CUST1186,PROD386,2025-12-07,4,200.21,800.84
ORD5187,CUST1187,PROD387,2025-03-24,2,678.67,1357.34
ORD5188,CUST1188,PROD388,2024-10-10,2,689.37,1378.74
ORD5189,CUST1189,PROD389,2023-02-26,6,180.98,1085.88
ORD5190,CUST1190,PROD390,2023-02-01,5,148.34,741.7
ORD5191,CUST1191,PROD391,2022-10-25,7,127.83,894.81
ORD5192,CUST1192,PROD392,2024-02-14,8,187.02,1496.16
ORD5193,CUST1193,PROD393,2023-02-06,7,175.71,1229.97
ORD5194,CUST1194,PROD394,2022-02-18,9,39.74,357.66
ORD5195,CUST1195,PROD395,2024-08-21,6,199.73,1198.38
ORD5196,CUST1196,PROD396,2022-12-19,9,30.76,276.84
ORD5197,CUST1197,PROD397,2023-03-03,4,429.25,1717.0
ORD5198,CUST1198,PROD398,2024-06-03,9,122.72,1104.48
ORD5199,CUST1199,PROD399,2023-03-29,3,504.16,1512.48
ORD5200,CUST1200,PROD400,2023-09-19,4,483.12,1932.48
ORD5201,CUST1201,PROD401,2025-02-06,6,138.92,833.52
ORD5202,CUST1202,PROD402,2022-12-27,6,299.78,1798.68
ORD5203,CUST1203,PROD403,2023-03-15,6,296.68,1780.08
ORD5204,CUST1204,PROD404,2023-10-25,2,63.16,126.32
ORD5205,CUST1205,PROD405,2025-04-22,1,1484.8,1484.8
ORD5206,CUST1206,PROD406,2023-11-12,6,263.02,1578.12
ORD5207,CUST1207,PROD407,2023-03-12,1,1212.26,1212.26
ORD5208,CUST1208,PROD408,2023-08-17,1,1790.4,1790.4
ORD5209,CUST1209,PROD409,2024-09-14,2,582.62,1165.24
ORD5210,CUST1210,PROD410,2023-02-14,2,181.32,362.64
ORD5211,CUST1211,PROD411,2023-02-18,9,174.87,1573.83
ORD5212,CUST1212,PROD412,2024-11-02,3,462.9,1388.7
ORD5213,CUST1213,PROD413,2024-07-26,3,490.01,1470.03
ORD5214,CUST1214,PROD414,2023-12-14,1,1068.34,1068.34
ORD5215,CUST1215,PROD415,2023-05-19,8,151.03,1208.24
ORD5216,CUST1216,PROD416,2022-12-24,8,152.35,1218.8
ORD5217,CUST1217,PROD417,2023-04-12,7,277.17,1940.19
ORD5218,CUST1218,PROD418,2025-02-28,1,90.95,90.95
ORD5219,CUST1219,PROD419,2023-12-29,2,813.9,1627.8
ORD5220,CUST1220,PROD420,2023-12-07,3,262.87,788.61
ORD5221,CUST1221,PROD421,2025-05-16,8,173.2,1385.6
ORD5222,CUST1222,PROD422,2024-05-31,5,398.18,1990.9
ORD5223,CUST1223,PROD423,2024-10-20,8,211.82,1694.56
ORD5224,CUST1224,PROD424,2024-09-11,6,255.77,1534.62
ORD5225,CUST1225,PROD425,2024-02-09,8,63.52,508.16
ORD5226,CUST1226,PROD426,2022-12-09,5,317.31,1586.55
ORD5227,CUST1227,PROD427,2025-05-26,2,436.16,872.32
ORD5228,CUST1228,PROD428,2023-02-19,4,366.64,1466.56
ORD5229,CUST1229,PROD429,2025-01-15,4,347.76,1391.04
ORD5230,CUST1230,PROD430,2023-05-26,8,220.93,1767.44
ORD5231,CUST1231,PROD431,2025-01-06,1,1331.03,1331.03
ORD5232,CUST1232,PROD432,2023-06-10,5,134.4,672.0
ORD5233,CUST1233,PROD433,2024-02-06,9,133.25,1199.25
ORD5234,CUST1234,PROD434,2025-05-01,9,210.26,1892.34
ORD5235,CUST1235,PROD435,2022-10-31,8,80.21,641.68
ORD5236,CUST1236,PROD436,2022-07-16,4,133.84,535.36
ORD5237,CUST1237,PROD437,2023-07-10,4,286.69,1146.76
ORD5238,CUST1238,PROD438,2023-01-26,8,55.18,441.44
ORD5239,CUST1239,PROD439,2025-02-26,7,25.75,180.25
ORD5240,CUST1240,PROD440,2023-09-04,6,7.42,44.52
ORD5241,CUST1241,PROD441,2022-01-23,4,430.28,1721.12
ORD5242,CUST1242,PROD442,2025-03-05,3,307.95,923.85
ORD5243,CUST1243,PROD443,2022-12-07,1,235.7,235.7
ORD5244,CUST1244,PROD444,2024-03-28,8,174.95,1399.6
ORD5245,CUST1245,PROD445,2021-07-23,4,232.39,929.56
ORD5246,CUST1246,PROD446,2024-03-16,4,266.75,1067.0
ORD5247,CUST1247,PROD447,2025-03-23,2,32.82,65.64
ORD5248,CUST1248,PROD448,2021-11-21,3,597.36,1792.08
ORD5249,CUST1249,PROD449,2024-07-12,8,147.45,1179.6
ORD5250,CUST1250,PROD450,2024-11-16,7,91.92,643.44
ORD5251,CUST1251,PROD451,2024-08-11,6,89.68,538.08
ORD5252,CUST1252,PROD452,2024-04-17,5,269.62,1348.1
ORD5253,CUST1253,PROD453,2021-11-05,1,214.01,214.01
ORD5254,CUST1254,PROD454,2025-03-28,2,368.2,736.4
ORD5255,CUST1255,PROD455,2023-12-18,2,560.24,1120.48
ORD5256,CUST1256,PROD456,2024-10-09,1,262.89,262.89
ORD5257,CUST1257,PROD457,2025-01-24,8,113.52,908.16
ORD5258,CUST1258,PROD458,2025-04-20,7,78.71,550.97
ORD5259,CUST1259,PROD459,2025-04-17,3,283.52,850.56
ORD5260,CUST1260,PROD460,2023-06-08,9,174.45,1570.05
ORD5261,CUST1261,PROD461,2025-01-08,6,165.34,992.04
ORD5262,CUST1262,PROD462,2023-09-29,4,274.67,1098.68
ORD5263,CUST1263,PROD463,2023-05-03,5,73.91,369.55
ORD5264,CUST1264,PROD464,2024-05-30,2,330.52,661.04
ORD5265,CUST1265,PROD465,2024-11-18,1,1865.18,1865.18
ORD5266,CUST1266,PROD466,2024-07-03,1,1624.53,1624.53
ORD5267,CUST1267,PROD467,2024-01-19,3,222.38,667.14
ORD5268,CUST1268,PROD468,2025-02-03,8,190.6,1524.8
ORD5269,CUST1269,PROD469,2022-09-19,4,157.4,629.6
ORD5270,CUST1270,PROD470,2022-11-14,7,97.56,682.92
ORD5271,CUST1271,PROD471,2025-05-03,8,43.76,350.08
ORD5272,CUST1272,PROD472,2023-03-27,8,238.3,1906.4
ORD5273,CUST1273,PROD473,2023-06-03,6,247.28,1483.68
ORD5274,CUST1274,PROD474,2022-02-18,3,341.04,1023.12
ORD5275,CUST1275,PROD475,2022-04-21,2,730.44,1460.88
ORD5276,CUST1276,PROD476,2024-08-22,8,14.55,116.4
ORD5277,CUST1277,PROD477,2024-05-18,6,224.89,1349.34
ORD5278,CUST1278,PROD478,2025-04-18,7,244.49,1711.43
ORD5279,CUST1279,PROD479,2023-09-09,2,284.09,568.18
ORD5280,CUST1280,PROD480,2023-05-06,4,239.57,958.28
ORD5281,CUST1281,PROD481,2021-03-08,3,102.62,307.86
ORD5282,CUST1282,PROD482,2025-09-08,8,26.61,212.88
ORD5283,CUST1283,PROD483,2021-10-23,5,281.71,1408.55
ORD5284,CUST1284,PROD484,2025-10-08,3,498.41,1495.23
ORD5285,CUST1285,PROD485,2023-05-29,7,150.77,1055.39
ORD5286,CUST1286,PROD486,2024-07-01,7,112.52,787.64
ORD5287,CUST1287,PROD487,2025-07-29,9,194.81,1753.29
ORD5288,CUST1288,PROD488,2024-07-04,5,209.41,1047.05
ORD5289,CUST1289,PROD489,2021-12-23,2,494.41,988.82
ORD5290,CUST1290,PROD490,2025-05-04,5,187.03,935.15
ORD5291,CUST1291,PROD491,2023-07-28,4,314.88,1259.52
ORD5292,CUST1292,PROD492,2021-12-16,5,233.87,1169.35
ORD5293,CUST1293,PROD493,2023-01-16,6,171.07,1026.42
ORD5294,CUST1294,PROD494,2021-08-09,5,155.44,777.2
ORD5295,CUST1295,PROD495,2025-06-05,2,789.5,1579.0
ORD5296,CUST1296,PROD496,2025-09-06,8,232.75,1862.0
ORD5297,CUST1297,PROD497,2024-08-21,1,1786.22,1786.22
ORD5298,CUST1298,PROD498,2023-12-05,8,216.99,1735.92
ORD5299,CUST1299,PROD499,2023-12-31,9,10.88,97.92
ORD5300,CUST1300,PROD500,2024-02-11,1,1226.18,1226.18
ORD5301,CUST1301,PROD501,2024-03-26,4,460.02,1840.08
ORD5302,CUST1302,PROD502,2023-08-28,7,217.3,1521.1
ORD5303,CUST1303,PROD503,2024-06-28,5,120.62,603.1
ORD5304,CUST1304,PROD504,2023-08-06,4,90.23,360.92
ORD5305,CUST1305,PROD505,2022-10-30,2,737.62,1475.24
ORD5306,CUST1306,PROD506,2023-04-29,2,658.94,1317.88
ORD5307,CUST1307,PROD507,2022-05-06,3,121.19,363.57
ORD5308,CUST1308,PROD508,2021-12-14,3,583.41,1750.23
ORD5309,CUST1309,PROD509,2024-10-26,6,242.39,1454.34
ORD5310,CUST1310,PROD510,2023-01-22,7,84.73,593.11
ORD5311,CUST1311,PROD511,2021-08-28,4,399.32,1597.28
ORD5312,CUST1312,PROD512,2024-10-27,7,96.56,675.92
ORD5313,CUST1313,PROD513,2023-10-29,6,211.81,1270.86
ORD5314,CUST1314,PROD514,2025-03-02,5,227.67,1138.35
ORD5315,CUST1315,PROD515,2024-08-28,3,65.36,196.08
ORD5316,CUST1316,PROD516,2023-10-23,6,51.02,306.12
ORD5317,CUST1317,PROD517,2023-09-16,2,462.3,924.6
ORD5318,CUST1318,PROD518,2023-09-12,9,126.46,1138.14
ORD5319,CUST1319,PROD519,2024-07-22,5,65.2,326.0
ORD5320,CUST1320,PROD520,2023-09-24,4,116.64,466.56
ORD5321,CUST1321,PROD521,2024-05-10,6,140.63,843.78
ORD5322,CUST1322,PROD522,2022-04-12,4,152.53,610.12
ORD5323,CUST1323,PROD523,2024-08-19,7,285.44,1998.08
ORD5324,CUST1324,PROD524,2023-08-20,3,136.3,408.9
ORD5325,CUST1325,PROD525,2024-01-10,2,556.7,1113.4
ORD5326,CUST1326,PROD526,2024-10-26,6,231.25,1387.5
ORD5327,CUST1327,PROD527,2022-07-18,6,105.05,630.3
ORD5328,CUST1328,PROD528,2022-08-30,5,11.73,58.65
ORD5329,CUST1329,PROD529,2022-05-19,8,230.61,1844.88
ORD5330,CUST1330,PROD530,2023-08-04,8,188.23,1505.84
ORD5331,CUST1331,PROD531,2023-11-16,6,28.65,171.9
ORD5332,CUST1332,PROD532,2024-08-12,8,175.42,1403.36
ORD5333,CUST1333,PROD533,2025-02-19,8,180.09,1440.72
ORD5334,CUST1334,PROD534,2024-11-20,7,284.73,1993.11
ORD5335,CUST1335,PROD535,2022-05-15,3,231.43,694.29
ORD5336,CUST1336,PROD536,2025-08-01,7,137.29,961.03
ORD5337,CUST1337,PROD537,2024-04-12,7,210.01,1470.07
ORD5338,CUST1338,PROD538,2024-05-15,4,348.76,1395.04
ORD5339,CUST1339,PROD539,2023-10-11,4,219.21,876.84
ORD5340,CUST1340,PROD540,2025-03-27,7,104.03,728.21
ORD5341,CUST1341,PROD541,2022-05-30,5,360.74,1803.7
ORD5342,CUST1342,PROD542,2022-02-16,8,208.01,1664.08
ORD5343,CUST1343,PROD543,2023-07-30,5,235.36,1176.8
ORD5344,CUST1344,PROD544,2025-06-23,7,6.45,45.15
ORD5345,CUST1345,PROD545,2022-09-12,2,205.55,411.1
ORD5346,CUST1346,PROD546,2022-05-12,1,224.15,224.15
ORD5347,CUST1347,PROD547,2024-02-01,2,115.98,231.96
ORD5348,CUST1348,PROD548,2023-08-19,1,26.33,26.33
ORD5349,CUST1349,PROD549,2024-11-25,6,172.3,1033.8
ORD5350,CUST1350,PROD550,2024-01-22,5,374.37,1871.85
ORD5351,CUST1351,PROD551,2022-02-17,6,296.71,1780.26
ORD5352,CUST1352,PROD552,2025-08-14,3,575.92,1727.76
ORD5353,CUST1353,PROD553,2022-09-09,7,214.73,1503.11
ORD5354,CUST1354,PROD554,2024-10-07,3,416.03,1248.09
ORD5355,CUST1355,PROD555,2022-11-28,6,219.47,1316.82
ORD5356,CUST1356,PROD556,2025-11-03,7,34.42,240.94
ORD5357,CUST1357,PROD557,2023-02-15,9,128.99,1160.91
ORD5358,CUST1358,PROD558,2023-02-14,8,148.19,1185.52
ORD5359,CUST1359,PROD559,2025-05-28,5,343.33,1716.65
ORD5360,CUST1360,PROD560,2024-07-31,4,146.28,585.12
ORD5361,CUST1361,PROD561,2022-10-30,9,165.06,1485.54
ORD5362,CUST1362,PROD562,2021-10-24,8,222.3,1778.4
ORD5363,CUST1363,PROD563,2023-10-21,3,662.89,1988.67
ORD5364,CUST1364,PROD564,2021-01-29,9,134.18,1207.62
ORD5365,CUST1365,PROD565,2022-10-15,4,57.06,228.24
ORD5366,CUST1366,PROD566,2023-10-20,2,668.04,1336.08
ORD5367,CUST1367,PROD567,2024-07-23,4,348.12,1392.48
ORD5368,CUST1368,PROD568,2025-06-27,7,76.13,532.91
ORD5369,CUST1369,PROD569,2023-04-18,7,89.75,628.25
ORD5370,CUST1370,PROD570,2024-09-23,5,390.53,1952.65
ORD5371,CUST1371,PROD571,2025-06-20,2,725.84,1451.68
ORD5372,CUST1372,PROD572,2024-02-12,3,604.52,1813.56
ORD5373,CUST1373,PROD573,2024-04-23,6,316.46,1898.76
ORD5374,CUST1374,PROD574,2023-11-16,6,75.21,451.26
ORD5375,CUST1375,PROD575,2023-01-09,4,399.54,1598.16
ORD5376,CUST1376,PROD576,2024-07-02,7,12.03,84.21
ORD5377,CUST1377,PROD577,2024-08-10,4,54.72,218.88
ORD5378,CUST1378,PROD578,2024-03-12,5,122.74,613.7
ORD5379,CUST1379,PROD579,2023-01-03,6,23.7,142.2
ORD5380,CUST1380,PROD580,2023-08-10,3,181.5,544.5
ORD5381,CUST1381,PROD581,2025-07-28,2,195.6,391.2
ORD5382,CUST1382,PROD582,2025-05-15,9,107.92,971.28
ORD5383,CUST1383,PROD583,2024-07-25,3,577.66,1732.98
ORD5384,CUST1384,PROD584,2024-09-05,7,81.15,568.05
ORD5385,CUST1385,PROD585,2024-04-03,8,68.54,548.32
ORD5386,CUST1386,PROD586,2023-03-03,8,193.43,1547.44
ORD5387,CUST1387,PROD587,2022-05-15,6,276.7,1660.2
ORD5388,CUST1388,PROD588,2022-03-30,2,51.83,103.66
ORD5389,CUST1389,PROD589,2021-03-31,8,133.73,1069.84
ORD5390,CUST1390,PROD590,2025-05-06,4,52.44,209.76
ORD5391,CUST1391,PROD591,2024-05-01,1,1499.71,1499.71
ORD5392,CUST1392,PROD592,2024-04-26,3,562.84,1688.52
ORD5393,CUST1393,PROD593,2021-04-19,1,1366.86,1366.86
ORD5394,CUST1394,PROD594,2022-05-28,6,290.28,1741.68
ORD5395,CUST1395,PROD595,2023-07-31,9,134.53,1210.77
ORD5396,CUST1396,PROD596,2021-11-24,2,434.16,868.32
ORD5397,CUST1397,PROD597,2022-09-24,7,44.89,314.23
ORD5398,CUST1398,PROD598,2025-03-25,7,158.19,1107.33
ORD5399,CUST1399,PROD599,2024-01-23,7,130.46,913.22
ORD5400,CUST1400,PROD600,2024-08-14,4,90.5,362.0
ORD5401,CUST1401,PROD601,2024-02-22,3,132.55,397.65
