product_id,product_name,category,unit_price
PROD641,Headphones,Electronics,96.8
PROD642,Headphones,Electronics,64.18
PROD643,Running Shoes,Sports,1409.68
PROD644,Sofa,Home,276.06
PROD645,Camera,Electronics,104.88
PROD646,Camera,Electronics,552.26
PROD647,Blender,Home,1510.04
PROD648,Smartwatch,Electronics,300.19
PROD649,Cricket Bat,Sports,90.89
PROD650,Jeans,Clothing,260.15
PROD651,Shampoo,Beauty,38.72
PROD652,Chair,Home,178.02
PROD653,Dumbbells,Sports,388.51
PROD654,Blender,Home,191.94
PROD655,Shirt,Clothing,48.2
PROD656,Dining Table,Home,25.98
PROD657,Nail Polish,Beauty,391.53
PROD658,Dumbbells,Sports,455.29
PROD659,Lamp,Home,1137.99
PROD660,Foundation,Beauty,207.28
PROD661,Refrigerator,Home,324.54
PROD662,Shampoo,Beauty,206.15
PROD663,Smartphone,Electronics,1493.98
PROD664,Sneakers,Clothing,553.36
PROD665,Vacuum Cleaner,Home,178.28
PROD666,Tablet,Electronics,638.11
PROD667,Blender,Home,225.32
PROD668,Basketball,Sports,133.5
PROD669,Football,Sports,213.51
PROD670,Conditioner,Beauty,185.37
PROD671,Skirt,Clothing,87.8
PROD672,Perfume,Beauty,97.78
PROD673,Dress,Clothing,197.6
PROD674,Dining Table,Home,532.09
PROD675,Shirt,Clothing,196.12
PROD676,Dumbbells,Sports,313.86
PROD677,T-Shirt,Clothing,417.52
PROD678,Jeans,Clothing,124.76
PROD679,Smartwatch,Electronics,90.21
PROD680,Sneakers,Clothing,277.47
PROD681,Laptop,Electronics,132.87
PROD682,Sneakers,Clothing,132.82
PROD683,Chair,Home,554.08
PROD684,Shampoo,Beauty,190.43
PROD685,Tablet,Electronics,228.34
PROD686,Tennis Racket,Sports,975.01
PROD687,Conditioner,Beauty,62.15
PROD688,Shirt,Clothing,537.56
PROD689,Lamp,Home,472.65
PROD690,Camera,Electronics,109.16
PROD691,Bluetooth Speaker,Electronics,261.49
PROD692,Cricket Bat,Sports,69.48
PROD693,Shirt,Clothing,1481.71
PROD694,Hoodie,Clothing,189.21
PROD695,Face Wash,Beauty,271.14
PROD696,Camera,Electronics,396.81
PROD697,Skirt,Clothing,836.76
PROD698,Lipstick,Beauty,71.96
PROD699,Shirt,Clothing,1601.28
PROD700,Perfume,Beauty,582.99
PROD701,Basketball,Sports,307.14
PROD702,Shirt,Clothing,193.22
PROD703,Camera,Electronics,996.56
PROD704,Microwave,Home,965.67
PROD705,Dress,Clothing,134.86
PROD706,T-Shirt,Clothing,59.06
PROD707,Gaming Console,Electronics,163.78
PROD708,Dining Table,Home,204.26
PROD709,Vacuum Cleaner,Home,162.05
PROD710,Sneakers,Clothing,124.82
PROD711,Vacuum Cleaner,Home,81.49
PROD712,Face Wash,Beauty,36.04
PROD713,Jeans,Clothing,243.55
PROD714,Tablet,Electronics,428.54
PROD715,Bluetooth Speaker,Electronics,234.67
PROD716,Dining Table,Home,142.25
PROD717,Dress,Clothing,116.18
PROD718,Sneakers,Clothing,321.74
PROD719,Smartphone,Electronics,266.97
PROD720,Bluetooth Speaker,Electronics,283.96
PROD721,Dress,Clothing,382.28
PROD722,Cycling Helmet,Sports,217.42
PROD723,Lipstick,Beauty,57.75
PROD724,Camera,Electronics,256.45
PROD725,Tablet,Electronics,300.55
PROD726,Smartphone,Electronics,75.6
PROD727,Sofa,Home,1582.47
PROD728,Microwave,Home,199.61
PROD729,Moisturizer,Beauty,75.76
PROD730,Lamp,Home,169.33
PROD731,Cricket Bat,Sports,279.79
PROD732,Blender,Home,18.93
PROD733,Lamp,Home,147.55
PROD734,Headphones,Electronics,82.68
PROD735,Vacuum Cleaner,Home,178.63
PROD736,Shirt,Clothing,22.44
PROD737,Headphones,Electronics,443.38
PROD738,Yoga Mat,Sports,189.41
PROD739,Perfume,Beauty,440.91
PROD740,Smartwatch,Electronics,944.82
PROD741,Blender,Home,892.74
PROD742,Blender,Home,589.28
PROD743,Jacket,Clothing,233.33
PROD744,Lipstick,Beauty,168.05
PROD745,Gaming Console,Electronics,227.34
PROD746,Lamp,Home,164.42
PROD747,Tablet,Electronics,577.99
PROD748,Refrigerator,Home,293.23
PROD749,Yoga Mat,Sports,188.99
PROD750,Lipstick,Beauty,904.56
PROD751,Skirt,Clothing,1220.25
PROD752,Cycling Helmet,Sports,34.17
PROD753,Shampoo,Beauty,152.91
PROD754,Blender,Home,28.96
PROD755,Jeans,Clothing,167.97
PROD756,Dress,Clothing,329.43
PROD757,Lamp,Home,1543.19
PROD758,Dining Table,Home,524.51
PROD759,Jacket,Clothing,342.38
PROD760,Face Wash,Beauty,164.78
PROD761,Moisturizer,Beauty,159.26
PROD762,Chair,Home,33.22
PROD763,Blender,Home,1815.34
PROD764,Smartwatch,Electronics,17.0
PROD765,Camera,Electronics,108.08
PROD766,Jacket,Clothing,18.44
PROD767,Running Shoes,Sports,330.36
PROD768,Moisturizer,Beauty,138.99
PROD769,Laptop,Electronics,45.15
PROD770,Dining Table,Home,266.24
PROD771,Lamp,Home,127.91
PROD772,Perfume,Beauty,49.35
PROD773,Camera,Electronics,12.69
PROD774,Skirt,Clothing,55.16
PROD775,Smartphone,Electronics,228.64
PROD776,Bluetooth Speaker,Electronics,554.17
PROD777,Yoga Mat,Sports,559.72
PROD778,Hoodie,Clothing,319.61
PROD779,Camera,Electronics,71.54
PROD780,Jeans,Clothing,36.79
PROD781,T-Shirt,Clothing,1276.55
PROD782,Sneakers,Clothing,683.35
PROD783,Lipstick,Beauty,137.79
PROD784,Shampoo,Beauty,309.26
PROD785,Nail Polish,Beauty,43.08
PROD786,Cricket Bat,Sports,659.12
PROD787,Shirt,Clothing,177.67
PROD788,Dress,Clothing,215.02
PROD789,Face Wash,Beauty,978.5
PROD790,Chair,Home,180.39
PROD791,Microwave,Home,275.98
PROD792,Laptop,Electronics,105.63
PROD793,Refrigerator,Home,427.02
PROD794,Microwave,Home,93.14
PROD795,Dumbbells,Sports,58.61
PROD796,Jacket,Clothing,261.37
PROD797,Perfume,Beauty,697.6
PROD798,Sofa,Home,612.55
PROD799,Cricket Bat,Sports,150.44
PROD800,Dumbbells,Sports,118.23
PROD801,Microwave,Home,1043.23
PROD802,Cycling Helmet,Sports,619.73
PROD803,Skirt,Clothing,449.28
PROD804,Dumbbells,Sports,1181.37
PROD805,Sneakers,Clothing,56.24
PROD806,Moisturizer,Beauty,458.76
PROD807,Yoga Mat,Sports,4.92
PROD808,Microwave,Home,314.8
PROD809,Perfume,Beauty,475.45
PROD810,Bluetooth Speaker,Electronics,224.82
PROD811,Shampoo,Beauty,187.96
PROD812,Jacket,Clothing,123.54
PROD813,Conditioner,Beauty,384.32
PROD814,Laptop,Electronics,158.27
PROD815,Face Wash,Beauty,252.11
PROD816,Face Wash,Beauty,174.23
PROD817,Blender,Home,150.89
PROD818,Smartphone,Electronics,169.91
PROD819,Laptop,Electronics,94.81
PROD820,Moisturizer,Beauty,168.81
PROD821,Skirt,Clothing,415.64
PROD822,Microwave,Home,24.21
PROD823,Gaming Console,Electronics,132.42
PROD824,Face Wash,Beauty,177.1
PROD825,Basketball,Sports,239.59
PROD826,Smartphone,Electronics,165.39
PROD827,Cricket Bat,Sports,445.44
PROD828,Tennis Racket,Sports,562.29
PROD829,Chair,Home,108.56
PROD830,Skirt,Clothing,908.4
PROD831,Smartphone,Electronics,1904.04
PROD832,Running Shoes,Sports,313.25
PROD833,Dining Table,Home,174.86
PROD834,Cricket Bat,Sports,207.22
PROD835,Sofa,Home,232.51
PROD836,Lamp,Home,67.19
PROD837,Lipstick,Beauty,111.88
PROD838,Running Shoes,Sports,924.05
PROD839,Basketball,Sports,85.08
PROD840,Smartwatch,Electronics,179.5
PROD841,Shirt,Clothing,73.15
PROD842,Shirt,Clothing,180.64
PROD843,Conditioner,Beauty,160.41
PROD844,Conditioner,Beauty,110.39
PROD845,Hoodie,Clothing,202.22
PROD846,Microwave,Home,147.21
PROD847,Running Shoes,Sports,211.08
PROD848,Face Wash,Beauty,57.73
PROD849,Jeans,Clothing,786.08
PROD850,Shampoo,Beauty,77.67
PROD851,Jeans,Clothing,85.4
PROD852,Dumbbells,Sports,1165.65
PROD853,Face Wash,Beauty,49.06
PROD854,Basketball,Sports,164.98
PROD855,Vacuum Cleaner,Home,286.43
PROD856,Chair,Home,83.74
PROD857,Dumbbells,Sports,196.16
PROD858,Perfume,Beauty,694.93
PROD859,Face Wash,Beauty,467.28
PROD860,Sneakers,Clothing,146.17
PROD861,Smartwatch,Electronics,41.76
PROD862,Microwave,Home,111.45
PROD863,Chair,Home,835.56
PROD864,Smartphone,Electronics,660.78
PROD865,Jeans,Clothing,150.11
PROD866,Smartphone,Electronics,283.26
PROD867,Lipstick,Beauty,986.68
PROD868,Yoga Mat,Sports,169.24
PROD869,Shirt,Clothing,192.21
PROD870,Perfume,Beauty,27.97
PROD871,Tennis Racket,Sports,170.74
PROD872,Vacuum Cleaner,Home,124.97
PROD873,Perfume,Beauty,78.19
PROD874,Sofa,Home,301.07
PROD875,Gaming Console,Electronics,51.81
PROD876,Conditioner,Beauty,817.55
PROD877,Tablet,Electronics,470.4
PROD878,Refrigerator,Home,244.14
PROD879,Gaming Console,Electronics,95.2
PROD880,Tennis Racket,Sports,670.66
PROD881,Lipstick,Beauty,213.06
PROD882,Blender,Home,36.45
PROD883,Conditioner,Beauty,3.53
PROD884,Conditioner,Beauty,1951.85
PROD885,Dress,Clothing,12.39
PROD886,Blender,Home,28.48
PROD887,Dumbbells,Sports,853.97
PROD888,Tablet,Electronics,149.49
PROD889,Running Shoes,Sports,46.66
PROD890,Lipstick,Beauty,130.19
PROD891,Tablet,Electronics,528.2
PROD892,Tablet,Electronics,189.18
PROD893,Refrigerator,Home,45.62
PROD894,Camera,Electronics,86.53
PROD895,Dress,Clothing,19.37
PROD896,Headphones,Electronics,356.89
PROD897,Basketball,Sports,219.58
PROD898,Chair,Home,1371.02
PROD899,Running Shoes,Sports,29.54
PROD900,Conditioner,Beauty,155.45
PROD901,Headphones,Electronics,25.49
PROD902,Cricket Bat,Sports,18.68
PROD903,Gaming Console,Electronics,1143.02
PROD904,Running Shoes,Sports,17.62
PROD905,Foundation,Beauty,167.43
PROD906,Football,Sports,244.85
PROD907,Lipstick,Beauty,73.97
PROD908,Skirt,Clothing,898.76
PROD909,Refrigerator,Home,209.36
PROD910,Blender,Home,143.04
PROD911,Shirt,Clothing,164.34
PROD912,Blender,Home,188.11
PROD913,Jeans,Clothing,343.89
